MUNICIPIO,MUNIC,POPULACAO,TOTAL_PER_CAPITA,COD_IBGE_SMALL,COD_IBGE,UF,TOTAL
ALTO FELIZ,ALTO FELIZ-RS,3048,4.1010498688,430057,4300570,RS,12500
ALTO GARÇAS,ALTO GARÇAS-MT,9445,0.3176283748,510040,5100409,MT,3000
ALTO HORIZONTE,ALTO HORIZONTE-GO,3318,27.9584418324,520055,5200555,GO,92766.11
ALTO JEQUITIBÁ,ALTO JEQUITIBÁ-MG,8160,2.211747549,315350,3153509,MG,18047.86
ALTO LONGÁ,ALTO LONGÁ-PI,14004,5.2349328763,220030,2200301,PI,73310
ALTO PARAGUAI,ALTO PARAGUAI-MT,8361,0.4784116732,510050,5100508,MT,4000
ALTO PARAÍSO,ALTO PARAÍSO-PR,3273,1.1196455851,412862,4128625,PR,3664.6
ALTO PARAÍSO,ALTO PARAÍSO-RO,17169,2.9709103617,110040,1100403,RO,51007.56
ALTO PARAÍSO DE GOIÁS,ALTO PARAÍSO DE GOIÁS-GO,6913,1.5723998264,520060,5200605,GO,10870
ALTO PARANÁ,ALTO PARANÁ-PR,13379,1.3019784737,410060,4100608,PR,17419.17
ALTO PARNAÍBA,ALTO PARNAÍBA-MA,10606,0.4808598906,210050,2100501,MA,5100
ALTO PIQUIRI,ALTO PIQUIRI-PR,10448,0.5063169985,410070,4100707,PR,5290
ALTO RIO DOCE,ALTO RIO DOCE-MG,12889,11.3831763519,310210,3102100,MG,146717.76
ALTO RIO NOVO,ALTO RIO NOVO-ES,6251,3.359462486,320035,3200359,ES,21000
ALTO SANTO,ALTO SANTO-CE,20339,0.6466989528,230070,2300705,CE,13153.21
ALTÔNIA,ALTÔNIA-PR,20638,0.3033239655,410050,4100509,PR,6260
ALTOS,ALTOS-PI,39430,11.9154955618,220040,2200400,PI,469827.99
ALUMÍNIO,ALUMÍNIO-SP,16331,3.5309227849,350115,3501152,SP,57663.5
ALVARENGA,ALVARENGA-MG,4611,2.5157232704,310220,3102209,MG,11600
ÁLVARES MACHADO,ÁLVARES MACHADO-SP,23694,0.0118173377,350130,3501301,SP,280
ÁLVARO DE CARVALHO,ÁLVARO DE CARVALHO-SP,4907,1.7831669044,350140,3501400,SP,8750
ALVINLÂNDIA,ALVINLÂNDIA-SP,2868,3.2166666667,350150,3501509,SP,9225.4
ALVINÓPOLIS,ALVINÓPOLIS-MG,15682,0.9437571738,310230,3102308,MG,14800
ALVORADA,ALVORADA-RS,211276,2.0517301066,430060,4300604,RS,433481.33
ALVORADA,ALVORADA-TO,8200,7.6048536585,170070,1700707,TO,62359.8
ALVORADA DE MINAS,ALVORADA DE MINAS-MG,3585,0.7977684798,310240,3102407,MG,2860
ALVORADA DO GURGUÉIA,ALVORADA DO GURGUÉIA-PI,5120,0.390625,220045,2200459,PI,2000
ALVORADA DO NORTE,ALVORADA DO NORTE-GO,8570,0.1225204201,520080,5200803,GO,1050
ALVORADA DO OESTE,ALVORADA DO OESTE-RO,,,,,RO,95648.9999999999
ALVORADA DO SUL,ALVORADA DO SUL-PR,9262,0.4318721658,410080,4100806,PR,4000
AMAJARI,AMAJARI-RR,7980,1.4110275689,140002,1400027,RR,11260
AMAMBAI,AMAMBAI-MS,,,,,MS,143793.99
AMAPORÃ,AMAPORÃ-PR,5378,6.461827817,410090,4100905,PR,34751.71
AMARAJI,AMARAJI-PE,20600,1.0291262136,260090,2600906,PE,21200
AMARAL FERRADOR,AMARAL FERRADOR-RS,6527,2.5494101425,430063,4300638,RS,16640
AMARALINA,AMARALINA-GO,3662,1.5005461496,520082,5200829,GO,5495
AMARANTE,AMARANTE-PI,17813,4.3126592938,220050,2200509,PI,76821.4000000001
AMARANTE DO MARANHÃO,AMARANTE DO MARANHÃO-MA,36850,0.0569877883,210060,2100600,MA,2100
AMARGOSA,AMARGOSA-BA,34918,3.1711724612,290100,2901007,BA,110731
AMÉLIA RODRIGUES,AMÉLIA RODRIGUES-BA,24192,1.4870618386,290110,2901106,BA,35975
AMÉRICA DOURADA,AMÉRICA DOURADA-BA,16723,0.2893153142,290115,2901155,BA,4838.22
AMERICANA,AMERICANA-SP,203283,1.737423149,350160,3501608,SP,353188.59
AMERICANO DO BRASIL,AMERICANO DO BRASIL-GO,4811,4.6925795053,520085,5200852,GO,22576
AMÉRICO BRASILIENSE,AMÉRICO BRASILIENSE-SP,32819,2.4360583808,350170,3501707,SP,79949
AMÉRICO DE CAMPOS,AMÉRICO DE CAMPOS-SP,5503,0.9176812648,350180,3501806,SP,5050
AMETISTA DO SUL,AMETISTA DO SUL-RS,8440,0.9063981043,430064,4300646,RS,7650
AMONTADA,AMONTADA-CE,39497,0.2828062891,230075,2300754,CE,11170
AMORINÓPOLIS,AMORINÓPOLIS-GO,3549,4.2262693717,520090,5200902,GO,14999.03
AMPARO,AMPARO-PB,2062,1.2075654704,250073,2500734,PB,2490
AMPARO,AMPARO-SP,65466,0.7943665414,350190,3501905,SP,52004
AMPARO DE SÃO FRANCISCO,AMPARO DE SÃO FRANCISCO-SE,2261,0.110570544,280010,2800100,SE,250
AMPARO DO SERRA,AMPARO DO SERRA-MG,5377,1.2104333271,310250,3102506,MG,6508.5
AMPÉRE,AMPÉRE-PR,17830,0.1716208637,410100,4101002,PR,3060
ANADIA,ANADIA-AL,17765,3.182029271,270020,2700201,AL,56528.75
ANAGÉ,ANAGÉ-BA,25823,1.451093986,290120,2901205,BA,37471.6
ANAHY,ANAHY-PR,2937,0.3080694586,410105,4101051,PR,904.8
ANAJÁS,ANAJÁS-PA,26563,4.040959229,150070,1500701,PA,107340
ANAJATUBA,ANAJATUBA-MA,24695,5.2436525612,210070,2100709,MA,129492
ANALÂNDIA,ANALÂNDIA-SP,4471,2.9214940729,350200,3502002,SP,13062
ANAMÃ,ANAMÃ-AM,8483,6.478840033,130008,1300086,AM,54960
ANANÁS,ANANÁS-TO,9615,3.3489339574,170100,1701002,TO,32200
ANANINDEUA,ANANINDEUA-PA,495480,0.6904306935,150080,1500800,PA,342094.6
ANÁPOLIS,ANÁPOLIS-GO,331329,0.3345105922,520110,5201108,GO,110833.06
ANAPU,ANAPU-PA,19410,7.977132406,150085,1500859,PA,154836.14
ANAPURUS,ANAPURUS-MA,12990,0.5080831409,210080,2100808,MA,6600
ANASTÁCIO,ANASTÁCIO-MS,23012,0.106205458,500070,5000708,MS,2444
ANAURILÂNDIA,ANAURILÂNDIA-MS,8635,11.8822999421,500080,5000807,MS,102603.66
ANCHIETA,ANCHIETA-ES,20144,6.839158062,320040,3200409,ES,137768
ANCHIETA,ANCHIETA-SC,6730,2.690423477,420080,4200804,SC,18106.55
ANDARAÍ,ANDARAÍ-BA,14554,1.0512573863,290130,2901304,BA,15300
ANDIRÁ,ANDIRÁ-PR,21953,0.8905388785,410110,4101101,PR,19550
ANDORINHA,ANDORINHA-BA,14359,1.1149801518,290135,2901353,BA,16010
ANDRADAS,ANDRADAS-MG,36320,0.0943237885,310260,3102605,MG,3425.84
ANDRADINA,ANDRADINA-SP,56505,0.2079461995,350210,3502101,SP,11750
ANDRÉ DA ROCHA,ANDRÉ DA ROCHA-RS,1262,4.995110935,430066,4300661,RS,6303.83
ANDRELÂNDIA,ANDRELÂNDIA-MG,12374,1.0230677226,310280,3102803,MG,12659.44
ANGATUBA,ANGATUBA-SP,22877,2.9754775539,350220,3502200,SP,68070
ANGELÂNDIA,ANGELÂNDIA-MG,8475,0.2949852507,310285,3102852,MG,2500
ANGÉLICA,ANGÉLICA-MS,7461,0.0428896931,500085,5000856,MS,320
ANGELINA,ANGELINA-SC,5436,1.0216335541,420090,4200903,SC,5553.6
ANGICAL,ANGICAL-BA,15157,0.2606056608,290140,2901403,BA,3950
ANGICAL DO PIAUÍ,ANGICAL DO PIAUÍ-PI,6798,36.3568696675,220060,2200608,PI,247154
ANGICO,ANGICO-TO,3264,11.6421568627,170105,1701051,TO,38000
ANGICOS,ANGICOS-RN,11544,8.0415800416,240080,2400802,RN,92832
ANGRA DOS REIS,ANGRA DOS REIS-RJ,164191,0.5366710112,330010,3300100,RJ,88116.5500000001
ÂNGULO,ÂNGULO-PR,2890,3.9965397924,410115,4101150,PR,11550
ANHANGÜERA,ANHANGÜERA-GO,,,,,GO,23131.36
ANHEMBI,ANHEMBI-SP,5656,12.2563649222,350230,3502309,SP,69322
ANHUMAS,ANHUMAS-SP,3900,0.2346153846,350240,3502408,SP,915
ANICUNS,ANICUNS-GO,18110,0.5521811154,520130,5201306,GO,10000
ANÍSIO DE ABREU,ANÍSIO DE ABREU-PI,8434,10.3014583827,220070,2200707,PI,86882.5
ANITA GARIBALDI,ANITA GARIBALDI-SC,9299,8.6897924508,420100,4201000,SC,80806.38
ANITÁPOLIS,ANITÁPOLIS-SC,3266,0.5511328843,420110,4201109,SC,1800
ANORI,ANORI-AM,14386,1.8317808981,130010,1300102,AM,26352
ANTA GORDA,ANTA GORDA-RS,6331,3.4707992418,430070,4300703,RS,21973.63
ANTONINA,ANTONINA-PR,17891,2.3614431837,410120,4101200,PR,42248.58
ANTONINA DO NORTE,ANTONINA DO NORTE-CE,7013,0.0427776986,230080,2300804,CE,300
ANTÔNIO ALMEIDA,ANTÔNIO ALMEIDA-PI,3231,22.5037140204,220080,2200806,PI,72709.5
ANTÔNIO CARDOSO,ANTÔNIO CARDOSO-BA,12509,20.645737469,290170,2901700,BA,258257.53
ANTÔNIO CARLOS,ANTÔNIO CARLOS-MG,11563,0.261177895,310290,3102902,MG,3020
ANTÔNIO CARLOS,ANTÔNIO CARLOS-SC,7375,6.4193898305,420120,4201208,SC,47343
ANTÔNIO DIAS,ANTÔNIO DIAS-MG,9647,4.2763574168,310300,3103009,MG,41254.02
ANTÔNIO GONÇALVES,ANTÔNIO GONÇALVES-BA,11107,8.8665256145,290180,2901809,BA,98480.5
ANTÔNIO JOÃO,ANTÔNIO JOÃO-MS,8618,1.3297748898,500090,5000906,MS,11460
ANTÔNIO MARTINS,ANTÔNIO MARTINS-RN,7205,15.0022900763,240090,2400901,RN,108091.5
ANTONIO OLINTO,ANTONIO OLINTO-PR,,,,,PR,26400
ANTÔNIO PRADO DE MINAS,ANTÔNIO PRADO DE MINAS-MG,2046,3.8990713587,310310,3103108,MG,7977.5
APARECIDA,APARECIDA-PB,7523,1.6193805663,250077,2500775,PB,12182.6
APARECIDA,APARECIDA-SP,37405,0.0160406363,350250,3502507,SP,600
APARECIDA D'OESTE,APARECIDA D'OESTE-SP,4633,2.36237643,350260,3502606,SP,10944.89
APARECIDA DE GOIÂNIA,APARECIDA DE GOIÂNIA-GO,494919,0.6699236845,520140,5201405,GO,331557.96
APARECIDA DO RIO DOCE,APARECIDA DO RIO DOCE-GO,2830,5.5477031802,520145,5201454,GO,15700
APARECIDA DO RIO NEGRO,APARECIDA DO RIO NEGRO-TO,4140,6.3176328502,170110,1701101,TO,26155
APARECIDA DO TABOADO,APARECIDA DO TABOADO-MS,20433,0.8492291881,500100,5001003,MS,17352.3
APERIBÉ,APERIBÉ-RJ,9420,1.2738853503,330015,3300159,RJ,12000
APIACÁ,APIACÁ-ES,7864,0.3814852492,320050,3200508,ES,3000
APIAÍ,APIAÍ-SP,25857,0.4567428549,350270,3502705,SP,11810
APIÚNA,APIÚNA-SC,10774,9.3862353815,420125,4201257,SC,101127.3
APODI,APODI-RN,35648,5.6410878591,240100,2401008,RN,201093.5
APORÁ,APORÁ-BA,18570,1.3898761443,290190,2901908,BA,25810
APORÉ,APORÉ-GO,3684,7.5607491857,520150,5201504,GO,27853.8
APUAREMA,APUAREMA-BA,7601,3.4422878569,290195,2901957,BA,26164.83
APUCARANA,APUCARANA-PR,120133,0.4874270184,410140,4101408,PR,58556.07
APUIARÉS,APUIARÉS-CE,14251,2.1347975581,230090,2300903,CE,30423
AQUIDABÃ,AQUIDABÃ-SE,19762,0.555864791,280020,2800209,SE,10985
AQUIDAUANA,AQUIDAUANA-MS,46266,0.4106687416,500110,5001102,MS,19000
AQUIRAZ,AQUIRAZ-CE,70439,2.0230270163,230100,2301000,CE,142500
ARABUTÃ,ARABUTÃ-SC,4062,0.5662235352,420127,4201273,SC,2300
ARAÇAGI,ARAÇAGI-PB,17877,0.6930357443,250080,2500809,PB,12389.4
ARAÇAÍ,ARAÇAÍ-MG,2491,2.4086712164,310320,3103207,MG,6000
ARACAJU,ARACAJU-SE,536785,1.6935702004,280030,2800308,SE,909083.079999998
ARAÇARIGUAMA,ARAÇARIGUAMA-SP,13027,11.0282213864,350275,3502754,SP,143664.64
ARAÇÁS,ARAÇÁS-BA,,,,,BA,23899
ARACATI,ARACATI-CE,68886,4.0321249601,230110,2301109,CE,277756.96
ARACATU,ARACATU-BA,14437,4.776632957,290200,2902005,BA,68960.25
ARAÇATUBA,ARAÇATUBA-SP,181143,1.131321939,350280,3502804,SP,204931.05
ARACI,ARACI-BA,54092,2.349534127,290210,2902104,BA,127091
ARACITABA,ARACITABA-MG,1905,30.975328084,310330,3103306,MG,59008
ARACOIABA,ARACOIABA-CE,25251,4.1022909984,230120,2301208,CE,103586.95
ARACRUZ,ARACRUZ-ES,77414,1.2073268401,320060,3200607,ES,93464
ARAÇU,ARAÇU-GO,3966,6.9401412002,520160,5201603,GO,27524.6
ARAÇUAÍ,ARAÇUAÍ-MG,37262,1.2555686759,310340,3103405,MG,46785
ARAGARÇAS,ARAGARÇAS-GO,17777,0.266467908,520170,5201702,GO,4737
ARAGOIÂNIA,ARAGOIÂNIA-GO,7589,1.2478587429,520180,5201801,GO,9470
ARAGUACEMA,ARAGUACEMA-TO,5579,3.9433590249,170190,1701903,TO,22000
ARAGUAÇU,ARAGUAÇU-TO,9244,0.0800519256,170200,1702000,TO,740
ARAGUAIANA,ARAGUAIANA-MT,3038,8.6763989467,510100,5101001,MT,26358.9
ARAGUAÍNA,ARAGUAÍNA-TO,119128,1.9224669263,170210,1702109,TO,229019.64
ARAGUANÃ,ARAGUANÃ-TO,5154,2.1050446255,170215,1702158,TO,10849.4
ARAGUAPAZ,ARAGUAPAZ-GO,7742,0.0645827951,520215,5202155,GO,500
ARAGUARI,ARAGUARI-MG,110334,2.4392390378,310350,3103504,MG,269131
ARAGUATINS,ARAGUATINS-TO,26722,5.6636105082,170220,1702208,TO,151343
ARAIOSES,ARAIOSES-MA,38800,0.2190721649,210090,2100907,MA,8500
ARAL MOREIRA,ARAL MOREIRA-MS,9535,2.0954378605,500124,5001243,MS,19980
ARAMARI,ARAMARI-BA,9858,1.1716372489,290220,2902203,BA,11550
ARAMBARÉ,ARAMBARÉ-RS,3931,5.0016408039,430085,4300851,RS,19661.45
ARAME,ARAME-MA,27967,2.1900747309,210095,2100956,MA,61249.82
ARAMINA,ARAMINA-SP,5262,4.9411098442,350300,3503000,SP,26000.12
ARANDU,ARANDU-SP,6204,1.7669245648,350310,3503109,SP,10962
ARANTINA,ARANTINA-MG,2575,2.0326834951,310360,3103603,MG,5234.16
ARAPIRACA,ARAPIRACA-AL,208447,1.8114844541,270030,2700300,AL,377598.5
ARAPOEMA,ARAPOEMA-TO,7034,1.79011089,170230,1702307,TO,12591.64
ARAPONGA,ARAPONGA-MG,8296,0.6629701061,310370,3103702,MG,5500
ARAPONGAS,ARAPONGAS-PR,101467,1.1509186238,410150,4101507,PR,116780.26
ARAPORÃ,ARAPORÃ-MG,6414,9.0498300592,310375,3103751,MG,58045.61
ARAPOTI,ARAPOTI-PR,26730,2.8852966704,410160,4101606,PR,77123.98
ARAPUÃ,ARAPUÃ-PR,4035,17.7722156134,410165,4101655,PR,71710.89
ARAPUTANGA,ARAPUTANGA-MT,15878,7.4379644792,510125,5101258,MT,118100
ARAQUARI,ARAQUARI-SC,22467,1.4432278453,420130,4201307,SC,32425
ARARA,ARARA-PB,12698,0.7783461963,250090,2500908,PB,9883.44
ARARANGUÁ,ARARANGUÁ-SC,59134,0.1785774681,420140,4201406,SC,10560
ARARAQUARA,ARARAQUARA-SP,199132,3.5611303055,350320,3503208,SP,709135
ARARAS,ARARAS-SP,113645,0.9939295174,350330,3503307,SP,112955.12
ARARENDÁ,ARARENDÁ-CE,11085,3.7555254849,230125,2301257,CE,41630
ARARI,ARARI-MA,28585,0.9742872136,210100,2101004,MA,27850
ARARICÁ,ARARICÁ-RS,5078,2.3124458448,430087,4300877,RS,11742.6
ARARIPE,ARARIPE-CE,22133,2.4688722722,230130,2301307,CE,54643.55
ARARIPINA,ARARIPINA-PE,79104,0.1327366505,260110,2601102,PE,10500
ARARUAMA,ARARUAMA-RJ,107285,4.4171741623,330020,3300209,RJ,473896.53
ARARUNA,ARARUNA-PB,19708,2.4971077735,250100,2501005,PB,49213
ARARUNA,ARARUNA-PR,12984,3.2058687616,410170,4101705,PR,41625
ARATACA,ARATACA-BA,10986,6.1987984708,290225,2902252,BA,68100
ARATIBA,ARATIBA-RS,6735,1.8114328137,430090,4300901,RS,12200
ARATUBA,ARATUBA-CE,12477,1.7176556865,230140,2301406,CE,21431.19
ARATUÍPE,ARATUÍPE-BA,8788,1.2193900774,290230,2902302,BA,10716
ARAUÁ,ARAUÁ-SE,11980,1.7771285476,280040,2800407,SE,21290
ARAUCÁRIA,ARAUCÁRIA-PR,115849,2.3392401316,410180,4101804,PR,270998.63
ARAÚJOS,ARAÚJOS-MG,7560,1.0658730159,310390,3103900,MG,8058
ARAXÁ,ARAXÁ-MG,91703,0.2937199437,310400,3104007,MG,26935
ARCEBURGO,ARCEBURGO-MG,8239,2.6125743415,310410,3104106,MG,21525
ARCOS,ARCOS-MG,36133,8.2072897351,310420,3104205,MG,296554
ARCOVERDE,ARCOVERDE-PE,67458,0.5508612766,260120,2601201,PE,37160
AREADO,AREADO-MG,13723,2.6229250164,310430,3104304,MG,35994.4
AREAL,AREAL-RJ,11797,0.0423836569,330022,3300225,RJ,500
AREALVA,AREALVA-SP,7833,4.5180837482,350340,3503406,SP,35390.15
AREIA,AREIA-PB,25714,3.3090962122,250110,2501104,PB,85090.1
AREIA BRANCA,AREIA BRANCA-RN,25147,8.9420535253,240110,2401107,RN,224865.82
AREIA BRANCA,AREIA BRANCA-SE,16568,0.4828585225,280050,2800506,SE,8000
AREIAL,AREIAL-PB,6409,0.401510376,250120,2501203,PB,2573.28
AREIAS,AREIAS-SP,3684,1.3198697068,350350,3503505,SP,4862.4
AREIÓPOLIS,AREIÓPOLIS-SP,11085,1.7368335589,350360,3503604,SP,19252.8
ARENÁPOLIS,ARENÁPOLIS-MT,10070,1.9517576961,510130,5101308,MT,19654.2
ARENÓPOLIS,ARENÓPOLIS-GO,3532,5.5366930917,520235,5202353,GO,19555.6
ARÊS,ARÊS-RN,12611,3.5139164222,240120,2401206,RN,44314
ARGIRITA,ARGIRITA-MG,3065,6.7895595432,310440,3104403,MG,20810
ARICANDUVA,ARICANDUVA-MG,5062,4.1868530225,310445,3104452,MG,21193.85
ARIPUANÃ,ARIPUANÃ-MT,19930,0.5761475163,510140,5101407,MT,11482.62
ARIQUEMES,ARIQUEMES-RO,84581,4.1655348128,110002,1100023,RO,352325.1
ARIRANHA,ARIRANHA-SP,8753,1.7879584143,350370,3503703,SP,15650
ARIRANHA DO IVAÍ,ARIRANHA DO IVAÍ-PR,2568,28.7468068536,410185,4101853,PR,73821.8
ARMAÇÃO DOS BÚZIOS,ARMAÇÃO DOS BÚZIOS-RJ,27701,3.2689931771,330023,3300233,RJ,90554.38
ARMAZÉM,ARMAZÉM-SC,7584,0.1127373418,420150,4201505,SC,855
ARNEIROZ,ARNEIROZ-CE,7497,2.9011604642,230150,2301505,CE,21750
AROAZES,AROAZES-PI,6025,15.2138124481,220090,2200905,PI,91663.22
AROEIRAS,AROEIRAS-PB,19722,1.6861388297,250130,2501302,PB,33254.03
AROEIRAS DO ITAIM,AROEIRAS DO ITAIM-PI,2731,1.5012815818,220095,2200954,PI,4100
ARRAIAL,ARRAIAL-PI,5145,24.9823517979,220100,2201002,PI,128534.2
ARRAIAL DO CABO,ARRAIAL DO CABO-RJ,26636,2.1959566001,330025,3300258,RJ,58491.5
ARRAIAS,ARRAIAS-TO,10928,5.1793557833,170240,1702406,TO,56600
ARROIO DO MEIO,ARROIO DO MEIO-RS,18878,3.3361584914,430100,4301008,RS,62980
ARROIO DO PADRE,ARROIO DO PADRE-RS,2855,0.0175131349,430107,4301073,RS,50
ARROIO DO SAL,ARROIO DO SAL-RS,7109,1.4997777465,430105,4301057,RS,10661.92
ARROIO DO TIGRE,ARROIO DO TIGRE-RS,13126,8.4181868048,430120,4301206,RS,110497.12
ARROIO DOS RATOS,ARROIO DOS RATOS-RS,14114,3.9945451325,430110,4301107,RS,56379.01
ARROIO GRANDE,ARROIO GRANDE-RS,18801,6.3071113239,430130,4301305,RS,118580
ARROIO TRINTA,ARROIO TRINTA-SC,3627,1.0890543149,420160,4201604,SC,3950
ARTUR NOGUEIRA,ARTUR NOGUEIRA-SP,42567,0.7752089647,350380,3503802,SP,32998.32
ARUANÃ,ARUANÃ-GO,6879,1.4536996656,520250,5202502,GO,10000
ARUJÁ,ARUJÁ-SP,78960,1.763133232,350390,3503901,SP,139217
ARVOREZINHA,ARVOREZINHA-RS,10530,1.5403494777,430140,4301404,RS,16219.88
ASCURRA,ASCURRA-SC,6950,2.0771223022,420170,4201703,SC,14436
ASPÁSIA,ASPÁSIA-SP,1831,11.0273074823,350395,3503950,SP,20191
